8...9.5......2.....2......3..5...9.84...18...96...4.212...65.....6..1.59...43...6,834197562659823417127546893315672948472918635968354721293765184746281359581439276,Easy,
.86.9.......3....9....64.....472.9...39..12....7...8...4.2.9..6....1.3.276.4.....,186592473425378619973164528854726931639841257217935864341259786598617342762483195,Expert,
3......4816......3......6.........6.7...4.31..8..374..6..7...51..3......8..9567..,327569148168274593495318672234195867756842319981637425649783251573421986812956734,Expert,
.985.4.....6.8..2....96...4....7.24.........1.4...56.9...15..9.1.....865.....21..,398524716456781923271963584915376248762849351843215679637158492129437865584692137,Expert,
13...9......3.4.8...87..2..4...386.......1..2.81.6.43.........83...4......4196...,132689754795324186648715293427938615963451872581267439216573948379842561854196327,Expert,
.4.2....3....81.....53........5..93......8...5..437..8...9....21.2...4...83.5...9,841265793936781245275349861718526934364198527529437618657914382192873456483652179,Intermediate,
.6945.72...47....1.........8..2..97..........675.....8.4..7.....5.6.4....179...65,169458723524793681783126549831265974492817356675349218946571832258634197317982465,Easy,
8....32..92..1.53.7...9.81.....7.......3.4...4..9.2.8.1.342579......9......8.....,816543279924718536735296814358671942692384157471952683163425798287139465549867321,Easy,
43.............71...........7...36.16....2..8349.6.....2...189.9.........6194...7,437819256586324719192756483278593641615472938349168572724631895953287164861945327,Easy,
8.7....3.5.62.8....2......9...6.........2.9.....35......3.6..58.6...2..4.7...526.,897146532536298147421573689382619475654827913719354826243961758165782394978435261,Intermediate,
..2..4.37..4.238..9.8..7.4.........8...7..9......4.32.84.9..7..62....1.........6.,512894637764123895938657241496312578253768914187549326841936752629475183375281469,Expert,
.7.42......6..5.82.2..1..7.2.....5..........65..1...24....4.1....9.5....41.8.6..7,375428961146975382928613475261784539894532716537169824652347198789251643413896257,Expert,
......9..5......1...27.4.......37..2......643.6..9.5....4........3....597..26.3..,847316925536928417192754836458637192279185643361492578984573261623841759715269384,Easy,
71.38.9......9..3.4...57..8......4.....7.42.9.7.........823...7..........358...4.,716382954582491736493657128869523471351764289274918365948236517627145893135879642,Expert,
7......6..1....9.2......3....67..29..37..5..19...2.5.........43....17...1...63.5.,723189465418356972569274318856731294237945681941628537675892143394517826182463759,Easy,
.7..49..2...3....7.2..8..4..4..32.597.6..4...........35682..........63.....59....,675149832184325967329687541841732659736954218952861473568273194297416385413598726,Easy,
..7....89.13..........9......6..2....3817...61..53......9.........2.1.5.....83.27,267415389913628574485397612796842135538179246142536798329754861874261953651983427,Easy,
.........5.76......3.2875.....83...........4.2.871...6.8..4....6.13..7....3..5...,892451673517693482436287519164839257379562148258714936785946321641328795923175864,Expert,
.5.1.....912.7.....73.6..........7.3.3..4612...7..25.....5.746........3......427.,654129387912873654873465912261958743539746128487312596128537469746291835395684271,Easy,
1.7.......2.....4..65...7.12......1...4...5.2.7...8...............7.49685...9.4..,137486259928175643465239781253947816894613572671528394749862135312754968586391427,Expert,
.....56.73.7.....5..5.179...6...2......8....3.2.9.37.1......2..5....1..8..6.2....,294385617317269845685417932763142589159876423428953761871534296542691378936728154,Easy,
.....35..2...6.1.3..6.....8..3..6...8.1...27....72.4......3..52.....4......81.6..,917283564258467193436951728723146985841395276569728431174639852682574319395812647,Easy,
.87..64..16.......5.4......7..29..6..1.5...27.9......8649.....18.....645..2......,987126453163845792524379186738291564416583927295467318649758231871932645352614879,Easy,
.26..9........1..3.................959.6...3...32....7.7..152..6..37.4...51..6...,726439581948521763135768942467153829592687134813294657374815296689372415251946378,Easy,
..1.4.97.86.....53....5.4...451.....7..5..81.9.......7.........15...9...3.6.....8,531842976864917253279653481645178329723596814918234567482361795157489632396725148,Easy,
.7.3.....9..6...5..819.567....8.1.63...4.......3...8.5.......8......74........9.6,675314298924678351381925674492851763758436129163792845236149587819567432547283916,Intermediate,
